Depth (m), Temperature (deg C)
3.182759800990778043e+00,-5.721919022232154362e+01
3.143386909098835336e+00,-5.710479376849219335e+01
3.147425721591106118e+00,-5.699039731466283598e+01
3.135197591150395091e+00,-5.687600086083345730e+01
3.169409879439598399e+00,-5.676160440700410703e+01
3.202392796639168981e+00,-5.664720795317474966e+01
3.216716783892064502e+00,-5.653281149934539940e+01
3.211072460709049281e+00,-5.641841504551604203e+01
3.251296425796216027e+00,-5.630401859168669176e+01
3.259718699676629861e+00,-5.618962213785733439e+01
3.334030766501474563e+00,-5.607522568402795571e+01
3.453117833147916205e+00,-5.596082923019859834e+01
3.565935873428186742e+00,-5.584643277636924807e+01
3.609476926433028865e+00,-5.573203632253989070e+01
3.656849285113478842e+00,-5.561763986871054044e+01
3.559959735541164072e+00,-5.550324341488118307e+01
3.451353307840091311e+00,-5.538884696105183281e+01
3.347432797425319961e+00,-5.527445050722245412e+01
3.296627851886600791e+00,-5.516005405339309675e+01
3.270287874564821173e+00,-5.504565759956374649e+01
3.290828909173820094e+00,-5.493126114573438912e+01
3.308798121727609232e+00,-5.481686469190503885e+01
3.368001339835621444e+00,-5.470246823807568148e+01
3.375754776785276245e+00,-5.458807178424630280e+01
3.376366003371940483e+00,-5.447367533041694543e+01
3.383592134432439558e+00,-5.435927887658759516e+01
3.381717880808024379e+00,-5.424488242275823779e+01
3.400630275814825243e+00,-5.413048596892888753e+01
3.395730895809066396e+00,-5.401608951509953016e+01
3.398913916824827464e+00,-5.390169306127017990e+01
3.378464480250560342e+00,-5.378729660744080121e+01
3.393629445827871294e+00,-5.367290015361144384e+01
3.459953885779134097e+00,-5.355850369978209358e+01
3.530506479466136049e+00,-5.344410724595273621e+01
3.691237089248514902e+00,-5.332971079212338594e+01
3.805202495531185392e+00,-5.321531433829402857e+01
3.920395817913843395e+00,-5.310091788446467831e+01
3.946833303522583325e+00,-5.298652143063529252e+01
3.925629574703462410e+00,-5.287212497680594225e+01
3.819701802982148564e+00,-5.275772852297658488e+01
3.725351916806777908e+00,-5.264333206914723462e+01
3.604579352549043492e+00,-5.252893561531787725e+01
3.470147905384313614e+00,-5.241453916148852699e+01
3.424724862355362109e+00,-5.230014270765914830e+01
3.416986197518477208e+00,-5.218574625382979093e+01
3.431887336758189022e+00,-5.207134980000044067e+01
3.514875756747398050e+00,-5.195695334617108330e+01
3.584394012231104654e+00,-5.184255689234173303e+01
3.647296459718602613e+00,-5.172816043851237566e+01
3.708424669292134102e+00,-5.161376398468302540e+01
3.778040867729287822e+00,-5.149936753085363961e+01
3.848660000221476807e+00,-5.138497107702428934e+01
3.906626401756946532e+00,-5.127057462319493197e+01
3.956019868926018646e+00,-5.115617816936558171e+01
3.974950780277592965e+00,-5.104178171553622434e+01
3.902995045675225594e+00,-5.092738526170687408e+01
3.864826703379584227e+00,-5.081298880787751671e+01
3.728063278432470540e+00,-5.069859235404813802e+01
3.662117131208556753e+00,-5.058419590021878776e+01
3.632523476295443476e+00,-5.046979944638943039e+01
3.551184684267999714e+00,-5.035540299256008012e+01
3.554189959326526704e+00,-5.024100653873072275e+01
3.544152689330832828e+00,-5.012661008490137249e+01
3.563724973124247963e+00,-5.001221363107198670e+01
3.567530589977855549e+00,-4.989781717724263643e+01
3.602082121569618156e+00,-4.978342072341327906e+01
3.634968837725020663e+00,-4.966902426958392880e+01
3.722485332117025258e+00,-4.955462781575457143e+01
3.769814570509602447e+00,-4.944023136192522117e+01
3.811538165535904188e+00,-4.932583490809586380e+01
3.776921479167592910e+00,-4.921143845426648511e+01
3.716741376166481814e+00,-4.909704200043713485e+01
3.542261214637973499e+00,-4.898264554660777748e+01
3.414353781056360670e+00,-4.886824909277842721e+01
3.365788216550895662e+00,-4.875385263894906984e+01
3.348661994918273432e+00,-4.863945618511971958e+01
3.384540688750838022e+00,-4.852505973129036221e+01
3.496211793159814452e+00,-4.841066327746098352e+01
3.580151040672398643e+00,-4.829626682363162615e+01
3.647745824624120559e+00,-4.818187036980227589e+01
3.737430046399860206e+00,-4.806747391597291852e+01
3.853184788235882507e+00,-4.795307746214356825e+01
3.949324575100903179e+00,-4.783868100831421089e+01
4.077644384641784470e+00,-4.772428455448483220e+01
4.210063714463907480e+00,-4.760988810065548194e+01
4.133855466177483784e+00,-4.749549164682612457e+01
4.065478198328896120e+00,-4.738109519299677430e+01
3.898242673786159962e+00,-4.726669873916741693e+01
3.673452803664670974e+00,-4.715230228533806667e+01
3.478701533175918570e+00,-4.703790583150870930e+01
3.312566724635057636e+00,-4.692350937767933061e+01
3.215630316735271776e+00,-4.680911292384997324e+01
3.147104020885779452e+00,-4.669471647002062298e+01
3.142503636437879333e+00,-4.658032001619126561e+01
3.186335820203904490e+00,-4.646592356236191534e+01
3.222745013187362950e+00,-4.635152710853256508e+01
3.266997861339988596e+00,-4.623713065470320771e+01
3.281150971040906583e+00,-4.612273420087382902e+01
3.326091377246892744e+00,-4.600833774704447166e+01
3.333730308659064612e+00,-4.589394129321512139e+01
3.365858348761733065e+00,-4.577954483938576402e+01
3.362303777491001178e+00,-4.566514838555641376e+01
3.336348616424763325e+00,-4.555075193172705639e+01
3.273232411133734754e+00,-4.543635547789770612e+01
3.195623000218665410e+00,-4.532195902406832033e+01
3.156508915337318477e+00,-4.520756257023897007e+01
3.109215947563600313e+00,-4.509316611640961270e+01
3.109139567668239845e+00,-4.497876966258026243e+01
3.122685668735377451e+00,-4.486437320875091217e+01
3.162043589224453832e+00,-4.474997675492155480e+01
3.215933319613812014e+00,-4.463558030109217611e+01
3.205731965728175759e+00,-4.452118384726281874e+01
3.215598855233992470e+00,-4.440678739343346848e+01
3.191498637224754908e+00,-4.429239093960411111e+01
3.153842929471293743e+00,-4.417799448577476085e+01
3.134423271099072927e+00,-4.406359803194540348e+01
3.130606471509440158e+00,-4.394920157811605321e+01
3.135200350711568884e+00,-4.383480512428666742e+01
3.157723655164662802e+00,-4.372040867045731716e+01
3.225951204442795817e+00,-4.360601221662795979e+01
3.287456643342152152e+00,-4.349161576279860952e+01
3.376687511465024993e+00,-4.337721930896925926e+01
3.324420717402021719e+00,-4.326282285513990189e+01
3.296389232045270123e+00,-4.314842640131055163e+01
3.209341763269776937e+00,-4.303402994748116583e+01
3.123665860369699843e+00,-4.291963349365181557e+01
3.075836303371899838e+00,-4.280523703982245820e+01
3.063153480982042876e+00,-4.269084058599310794e+01
3.067180503720604356e+00,-4.257644413216375057e+01
3.120915480149062837e+00,-4.246204767833440030e+01
3.177260767634887184e+00,-4.234765122450501451e+01
3.203407939093621426e+00,-4.223325477067566425e+01
3.238998960800877125e+00,-4.211885831684630688e+01
3.268302724927341529e+00,-4.200446186301695661e+01
3.275757384203337619e+00,-4.189006540918760635e+01
3.311205477405994024e+00,-4.177566895535824898e+01
3.322981105031786786e+00,-4.166127250152889872e+01
3.281682399178649678e+00,-4.154687604769951292e+01
3.211114372982696974e+00,-4.143247959387016266e+01
3.170190537348557491e+00,-4.131808314004080529e+01
3.119899122188198870e+00,-4.120368668621145503e+01
3.102651923902055575e+00,-4.108929023238209766e+01
3.118409113916203346e+00,-4.097489377855274739e+01
3.157065776841200044e+00,-4.086049732472339002e+01
3.293607145327229535e+00,-4.074610087089401134e+01
3.436813805964738844e+00,-4.063170441706465397e+01
3.539255767300701461e+00,-4.051730796323530370e+01
3.659618388847532433e+00,-4.040291150940595344e+01
3.576576898242022740e+00,-4.028851505557659607e+01
3.470598096684023304e+00,-4.017411860174724580e+01
3.365351565441518034e+00,-4.005972214791786001e+01
3.244457325240917456e+00,-3.994532569408850975e+01
3.179743861444546571e+00,-3.983092924025915238e+01
3.240181432889618129e+00,-3.971653278642980212e+01
3.309860332130273974e+00,-3.960213633260044475e+01
3.412337727922236663e+00,-3.948773987877109448e+01
3.523284028715203853e+00,-3.937334342494173711e+01
3.704545620746726886e+00,-3.925894697111235843e+01
3.842550404197602631e+00,-3.914455051728300106e+01
3.957602137034220480e+00,-3.903015406345365079e+01
4.048214056312969156e+00,-3.891575760962430053e+01
3.988748909788013552e+00,-3.880136115579494316e+01
3.801053648076828217e+00,-3.868696470196559289e+01
3.626706007294287826e+00,-3.857256824813623552e+01
3.423024526619454999e+00,-3.845817179430685684e+01
3.261949706170779173e+00,-3.834377534047749947e+01
3.198036972625024177e+00,-3.822937888664814921e+01
3.128568240692416236e+00,-3.811498243281879184e+01
3.094097061702213214e+00,-3.800058597898944157e+01
3.027246657039983191e+00,-3.788618952516008420e+01
2.989246012752764692e+00,-3.777179307133070552e+01
2.942124675955094748e+00,-3.765739661750134815e+01
2.944536963253108652e+00,-3.754300016367199788e+01
2.945050608352901111e+00,-3.742860370984264762e+01
2.963283538105907500e+00,-3.731420725601329025e+01
2.982547922600764068e+00,-3.719981080218393998e+01
3.001551774417572371e+00,-3.708541434835458261e+01
3.024060403262760488e+00,-3.697101789452520393e+01
3.023695328492787660e+00,-3.685662144069584656e+01
2.974834361298683838e+00,-3.674222498686649629e+01
2.966101661006745882e+00,-3.662782853303713893e+01
2.902572178373749257e+00,-3.651343207920778866e+01
2.848487093305979823e+00,-3.639903562537843129e+01
2.850753130435885740e+00,-3.628463917154908103e+01
2.850647772142425040e+00,-3.617024271771969524e+01
2.867525567052754631e+00,-3.605584626389034497e+01
2.917328484841312797e+00,-3.594144981006099471e+01
2.926362358368423511e+00,-3.582705335623163734e+01
2.937137634050185131e+00,-3.571265690240228707e+01
2.871855012560505127e+00,-3.559826044857292970e+01
2.772534685703106128e+00,-3.548386399474355102e+01
2.679436112438188911e+00,-3.536946754091419365e+01
2.515523631538413518e+00,-3.525507108708484338e+01
2.356525068092829134e+00,-3.514067463325548601e+01
2.319772782926827315e+00,-3.502627817942613575e+01
2.267432869506110560e+00,-3.491188172559677838e+01
2.298603911399049515e+00,-3.479748527176742812e+01
2.345235393190627793e+00,-3.468308881793804233e+01
2.394901761994192135e+00,-3.456869236410869206e+01
2.447599928810368031e+00,-3.445429591027934180e+01
2.470589478659204197e+00,-3.433989945644998443e+01
2.432321778904840581e+00,-3.422550300262063416e+01
2.366104997523427400e+00,-3.411110654879127679e+01
2.129653660407586191e+00,-3.399671009496192653e+01
1.913738463758143382e+00,-3.388231364113254074e+01
1.560386703633154681e+00,-3.376791718730319047e+01
1.189468864375575086e+00,-3.365352073347383310e+01
9.025432821877171774e-01,-3.353912427964448284e+01
6.375934082542891179e-01,-3.342472782581512547e+01
4.592668289595704945e-01,-3.331033137198577521e+01
3.242733259582964989e-01,-3.319593491815638941e+01
2.353454082745337905e-01,-3.308153846432703915e+01
1.895178513864861358e-01,-3.296714201049768889e+01
1.645143432133525374e-01,-3.285274555666833152e+01
1.847609363739310395e-01,-3.273834910283898125e+01
2.067365459848235776e-01,-3.262395264900962388e+01
2.280768020590421274e-01,-3.250955619518027362e+01
2.518532897704010010e-01,-3.239515974135088783e+01
2.532055615805482995e-01,-3.228076328752153756e+01
2.560230966641305339e-01,-3.216636683369218019e+01
2.671543724526069252e-01,-3.205197037986282993e+01
2.874964606600544648e-01,-3.193757392603347611e+01
3.065958345818532993e-01,-3.182317747220412230e+01
3.338602924492686252e-01,-3.170878101837476848e+01
3.533276238308603601e-01,-3.159438456454538624e+01
3.777525209251696436e-01,-3.147998811071603242e+01
3.990947313231208993e-01,-3.136559165688667861e+01
4.123796694457499967e-01,-3.125119520305732479e+01
4.316797652481281777e-01,-3.113679874922797097e+01
4.134236220949184526e-01,-3.102240229539861716e+01
3.908673021879540688e-01,-3.090800584156923847e+01
3.351612989624012107e-01,-3.079360938773988465e+01
2.647648549269462359e-01,-3.067921293391053084e+01
2.397840167537970413e-01,-3.056481648008117702e+01
2.494287273911914571e-01,-3.045042002625182320e+01
2.618038450660166716e-01,-3.033602357242246939e+01
2.578316979754615157e-01,-3.022162711859311557e+01
2.508278379235471256e-01,-3.010723066476373333e+01
1.730978491801520025e-01,-2.999283421093437951e+01
1.110423617089093956e-01,-2.987843775710502570e+01
5.550625829731883204e-02,-2.976404130327567188e+01
-1.000257989178364058e-03,-2.964964484944631806e+01
1.217693129821359986e-02,-2.953524839561696425e+01
3.364578346579234769e-02,-2.942085194178761043e+01
8.566536823653936317e-02,-2.930645548795823174e+01
1.577555738663648233e-01,-2.919205903412887793e+01
1.828200588561015028e-01,-2.907766258029952411e+01
2.065447791789591092e-01,-2.896326612647017029e+01
1.887164852550924088e-01,-2.884886967264081647e+01
1.401348336674507478e-01,-2.873447321881146266e+01
8.494790449699035628e-02,-2.862007676498208042e+01
4.641963709511706671e-02,-2.850568031115272660e+01
-5.479911179448670837e-03,-2.839128385732337279e+01
-5.957050948867266493e-06,-2.827688740349401897e+01
1.939357408883218142e-02,-2.816249094966466515e+01
7.348189575805885720e-02,-2.804809449583531133e+01
1.260548275839598609e-01,-2.793369804200595752e+01
2.195816127218615244e-01,-2.781930158817657883e+01
3.152947702552950093e-01,-2.770490513434722502e+01
3.872341046735559011e-01,-2.759050868051787120e+01
4.009015612527359607e-01,-2.747611222668851738e+01
4.283315637081249738e-01,-2.736171577285916356e+01
4.224992190288646698e-01,-2.724731931902980975e+01
4.460549187463540011e-01,-2.713292286520045593e+01
4.136898751322743983e-01,-2.701852641137107369e+01
3.847897560685946128e-01,-2.690412995754171988e+01
3.574542631015112937e-01,-2.678973350371236606e+01
3.478005218418704914e-01,-2.667533704988301224e+01
3.322850994737141517e-01,-2.656094059605365842e+01
3.213354713276677654e-01,-2.644654414222430461e+01
2.715921085431869941e-01,-2.633214768839492592e+01
2.313815474132554229e-01,-2.621775123456557210e+01
1.772465148490414144e-01,-2.610335478073621829e+01
1.398879785349735616e-01,-2.598895832690686447e+01
1.154743593579728028e-01,-2.587456187307751065e+01
1.463934935463737930e-01,-2.576016541924815684e+01
1.792000844494999745e-01,-2.564576896541880302e+01
2.431813370302824406e-01,-2.553137251158942078e+01
2.994631292032295389e-01,-2.541697605776006696e+01
2.941921259645775555e-01,-2.530257960393071315e+01
2.814076853759003849e-01,-2.518818315010135933e+01
2.373524708720263499e-01,-2.507378669627200551e+01
1.827580521139556546e-01,-2.495939024244265170e+01
1.259526452071861591e-01,-2.484499378861329788e+01
6.779479275818438289e-02,-2.473059733478391919e+01
2.561457522409861867e-02,-2.461620088095456538e+01
2.871426424150142973e-02,-2.450180442712521156e+01
4.261246570655288085e-02,-2.438740797329585774e+01
1.193290343505241935e-01,-2.427301151946650393e+01
1.970815475184067578e-01,-2.415861506563715011e+01
2.688356854246589100e-01,-2.404421861180776787e+01
3.363483036582723407e-01,-2.392982215797841405e+01
3.217525695391435514e-01,-2.381542570414906024e+01
2.885935768365767151e-01,-2.370102925031970642e+01
1.985341243523798538e-01,-2.358663279649035260e+01
6.963214291566084679e-02,-2.347223634266099879e+01
-2.964347952797365474e-02,-2.335783988883164497e+01
-9.112796622628242804e-02,-2.324344343500226628e+01
-1.260186039222420118e-01,-2.312904698117291247e+01
-4.925451766153026573e-02,-2.301465052734355865e+01
2.215018482616573983e-02,-2.290025407351420483e+01
1.198024628579688750e-01,-2.278585761968485102e+01
2.221358779917182447e-01,-2.267146116585549720e+01
2.598474512083112642e-01,-2.255706471202614338e+01
2.898996284189658823e-01,-2.244266825819676114e+01
2.704529976238402300e-01,-2.232827180436740733e+01
2.259137445702623648e-01,-2.221387535053805351e+01
1.745083973196572269e-01,-2.209947889670869969e+01
1.170276292157900327e-01,-2.198508244287934588e+01
7.332478897853540734e-02,-2.187068598904999206e+01
6.595544876683451241e-02,-2.175628953522061337e+01
6.655788638634613230e-02,-2.164189308139125956e+01
1.087340752548150297e-01,-2.152749662756190574e+01
1.586877817698831017e-01,-2.141310017373255192e+01
1.849100150179690816e-01,-2.129870371990319811e+01
2.197851331548197340e-01,-2.118430726607384429e+01
2.387801047808977839e-01,-2.106991081224449047e+01
2.641346046654918789e-01,-2.095551435841510823e+01
2.760792120989907228e-01,-2.084111790458575442e+01
2.825645677251653609e-01,-2.072672145075640060e+01
2.810674936042526495e-01,-2.061232499692704678e+01
2.710874396438827105e-01,-2.049792854309769297e+01
2.617540549337656897e-01,-2.038353208926833915e+01
2.581579100061556775e-01,-2.026913563543898888e+01
2.538512249610636595e-01,-2.015473918160960665e+01
2.633002429443437320e-01,-2.004034272778025283e+01
2.719354402740308263e-01,-1.992594627395089901e+01
3.047068696367237206e-01,-1.981154982012154520e+01
3.386584302249744383e-01,-1.969715336629219138e+01
3.899478187866763368e-01,-1.958275691246283756e+01
4.458469036019234721e-01,-1.946836045863345532e+01
4.708931787789164547e-01,-1.935396400480410151e+01
4.469473482256498542e-01,-1.923956755097474769e+01
3.984333011000451563e-01,-1.912517109714539387e+01
2.654423121241211159e-01,-1.901077464331604006e+01
1.471632192144435580e-01,-1.889637818948668624e+01
5.610706981948427458e-02,-1.878198173565733597e+01
-2.878712108534059802e-02,-1.866758528182795374e+01
5.736784265063044758e-02,-1.855318882799859992e+01
1.620499032731441968e-01,-1.843879237416924610e+01
3.352327569372282601e-01,-1.832439592033989229e+01
5.324932953466618990e-01,-1.820999946651053847e+01
5.997297531397111081e-01,-1.809560301268118465e+01
6.108086712172685617e-01,-1.798120655885183083e+01
5.280548896060947017e-01,-1.786681010502244860e+01
3.567833964907204947e-01,-1.775241365119309478e+01
2.130445368855088950e-01,-1.763801719736374096e+01
2.101112145652621332e-01,-1.752362074353438715e+01
2.078581369047894645e-01,-1.740922428970503333e+01
2.703766648460624866e-01,-1.729482783587568306e+01
3.330353375076403610e-01,-1.718043138204630083e+01
2.819164110264931744e-01,-1.706603492821694701e+01
2.190323298237837613e-01,-1.695163847438759319e+01
1.411314231636832395e-01,-1.683724202055823937e+01
5.338719756103506298e-02,-1.672284556672888556e+01
2.400015320409569844e-02,-1.660844911289953174e+01
5.720725725024972119e-02,-1.649405265907017792e+01
1.034168867891740451e-01,-1.637965620524079569e+01
1.769910158137813494e-01,-1.626525975141144187e+01
2.392444388204663375e-01,-1.615086329758208805e+01
2.312396348143188340e-01,-1.603646684375273423e+01
2.253722530695985715e-01,-1.592207038992338219e+01
1.816630869041853391e-01,-1.580767393609402838e+01
1.372961387606265460e-01,-1.569327748226467456e+01
1.281869992547058634e-01,-1.557888102843529410e+01
1.271287917053378069e-01,-1.546448457460594028e+01
1.350929015303386493e-01,-1.535008812077658646e+01
1.539681722145210541e-01,-1.523569166694723265e+01
1.546734788626684398e-01,-1.512129521311787883e+01
1.287368731610813166e-01,-1.500689875928852501e+01
9.350015086119357888e-02,-1.489250230545914455e+01
4.039925544120819001e-02,-1.477810585162979073e+01
-1.092972793823126544e-02,-1.466370939780043692e+01
1.948553966162386991e-02,-1.454931294397108310e+01
4.966838091505165059e-02,-1.443491649014172928e+01
1.472332204775308184e-01,-1.432052003631237547e+01
2.530064544957866812e-01,-1.420612358248302165e+01
3.282348631012473317e-01,-1.409172712865364119e+01
3.941212111588408007e-01,-1.397733067482428737e+01
4.101310997997399399e-01,-1.386293422099493355e+01
3.848051814701296536e-01,-1.374853776716557974e+01
3.247332623156704012e-01,-1.363414131333622592e+01
1.999350440270974416e-01,-1.351974485950687210e+01
8.053243774649952724e-02,-1.340534840567751829e+01
-1.199002883903338250e-02,-1.329095195184813782e+01
-1.053894424731899315e-01,-1.317655549801878401e+01
-3.588882711480166632e-02,-1.306215904418943019e+01
4.636185235406498073e-02,-1.294776259036007637e+01
1.798172108362262878e-01,-1.283336613653072256e+01
3.290541032028096446e-01,-1.271896968270136874e+01
4.068275324847866470e-01,-1.260457322887198828e+01
4.268834463347710995e-01,-1.249017677504263446e+01
4.116618261938000400e-01,-1.237578032121328064e+01
3.394494205408645215e-01,-1.226138386738392683e+01
2.679359274174218930e-01,-1.214698741355457301e+01
2.011213697426301739e-01,-1.203259095972521919e+01
1.269191876159760368e-01,-1.191819450589586538e+01
8.857250904747288045e-02,-1.180379805206648491e+01
5.469627083502895393e-02,-1.168940159823713110e+01
9.774275948732570607e-02,-1.157500514440777728e+01
1.587107320065936633e-01,-1.146060869057842346e+01
2.126142191130225567e-01,-1.134621223674906965e+01
2.649534377271422492e-01,-1.123181578291971583e+01
2.687011008983952731e-01,-1.111741932909036201e+01
2.169840269900208118e-01,-1.100302287526098155e+01
1.550652665733221469e-01,-1.088862642143162773e+01
6.628059529596215527e-02,-1.077422996760227392e+01
-1.159670988329443604e-02,-1.065983351377292010e+01
2.537646356329845143e-02,-1.054543705994356628e+01
6.539217711082397078e-02,-1.043104060611421247e+01
1.344872990357159903e-01,-1.031664415228483200e+01
2.328326468657948012e-01,-1.020224769845547819e+01
1.831069801984022971e-01,-1.008785124462612437e+01
9.581634199942494490e-02,-9.973454790796770553e+00
2.386112450150159811e-02,-9.859058336967416736e+00
-4.083789385871375993e-02,-9.744661883138062919e+00
-6.154247132522776276e-02,-9.630265429308709102e+00
1.050692658641562763e-02,-9.515868975479328640e+00
8.024428109931727726e-02,-9.401472521649974823e+00
1.354013654268601541e-01,-9.287076067820621006e+00
1.929712867777361174e-01,-9.172679613991267189e+00
2.053196237643777067e-01,-9.058283160161913372e+00
2.222884107597811465e-01,-8.943886706332559555e+00
2.490051575146931817e-01,-8.829490252503205738e+00
2.772603673249232625e-01,-8.715093798673825276e+00
2.859154768420512083e-01,-8.600697344844471459e+00
2.805266752723477586e-01,-8.486300891015117642e+00
2.348354809199778848e-01,-8.371904437185763825e+00
1.426029942296393183e-01,-8.257507983356410008e+00
5.210179737892472324e-02,-8.143111529527056192e+00
-1.841705387850157971e-02,-8.028715075697675729e+00
-7.957018605539520339e-02,-7.914318621868321912e+00
-2.808619827244892772e-02,-7.799922168038968096e+00
2.415082122310967597e-02,-7.685525714209614279e+00
8.553273602671039588e-02,-7.571129260380261350e+00
1.491505348492276617e-01,-7.456732806550907533e+00
1.556699724865351631e-01,-7.342336352721553716e+00
1.486862196483867971e-01,-7.227939898892172366e+00
1.689418627780213678e-01,-7.113543445062818549e+00
2.115260688595322625e-01,-6.999146991233464732e+00
2.624461944511307654e-01,-6.884750537404110915e+00
3.353328835062114877e-01,-6.770354083574757986e+00
3.925265191244847185e-01,-6.655957629745404169e+00
4.200480106247479473e-01,-6.541561175916050352e+00
4.505374782467320705e-01,-6.427164722086669002e+00
5.129071827945524964e-01,-6.312768268257315185e+00
5.675260836673917675e-01,-6.198371814427961368e+00
6.389883432744913883e-01,-6.083975360598608439e+00
7.102693517418096070e-01,-5.969578906769254623e+00
7.189140898730354001e-01,-5.855182452939900806e+00
7.211057305344306112e-01,-5.740785999110519455e+00
6.897591120515181862e-01,-5.626389545281165638e+00
6.504145478067221431e-01,-5.511993091451811821e+00
6.193077976195470180e-01,-5.397596637622458005e+00
6.176367182611717244e-01,-5.283200183793105076e+00
6.196785389720246284e-01,-5.168803729963751259e+00
6.761486482365771655e-01,-5.054407276134397442e+00
7.221164755445400596e-01,-4.940010822305016092e+00
7.309465367980217954e-01,-4.825614368475662275e+00
7.496875858797078518e-01,-4.711217914646308458e+00
7.584961787527252364e-01,-4.596821460816955529e+00
7.630194423677139071e-01,-4.482425006987601712e+00
8.944914304100329838e-01,-4.368028553158247895e+00
1.114028184905028418e+00,-4.253632099328894078e+00
1.404720803642911742e+00,-4.139235645499512728e+00
1.731280985495067481e+00,-4.024839191670158911e+00
2.032025144204274270e+00,-3.910442737840805538e+00
2.210670571616933255e+00,-3.796046284011451721e+00
2.402785123632009245e+00,-3.681649830182098349e+00
2.441192510416526851e+00,-3.567253376352744532e+00
2.448301228926918149e+00,-3.452856922523363181e+00
2.424570155670705773e+00,-3.338460468694009364e+00
2.386032019793763670e+00,-3.224064014864655991e+00
2.230202858680540690e+00,-3.109667561035302175e+00
2.100308603444451361e+00,-2.995271107205948802e+00
1.870304767115879230e+00,-2.880874653376594985e+00
1.543473384892834366e+00,-2.766478199547241612e+00
1.232524721306755833e+00,-2.652081745717859818e+00
8.962683043252274162e-01,-2.537685291888506445e+00
5.644205516163097736e-01,-2.423288838059152628e+00
3.063230311140379136e-01,-2.308892384229799255e+00
4.746040629436208691e-02,-2.194495930400445438e+00
-9.767107957936148332e-02,-2.080099476571091621e+00
-2.266005378080861721e-01,-1.965703022741738248e+00
-2.646095724120071657e-01,-1.851306568912356676e+00
-2.807635310991766220e-01,-1.736910115083003081e+00
-3.031616829672193481e-01,-1.622513661253649486e+00
-3.209038916007628250e-01,-1.508117207424295891e+00
-3.654318848269642594e-01,-1.393720753594942297e+00
-4.284455450589954029e-01,-1.279324299765588480e+00
-5.006470949156838213e-01,-1.164927845936207129e+00
-5.716783147787379837e-01,-1.050531392106853312e+00
-6.402933034937969836e-01,-9.361349382774998285e-01
-6.944668927135514425e-01,-8.217384844481461226e-01
-7.476790634831704807e-01,-7.073420306187925277e-01
-8.008225389284359119e-01,-5.929455767894389329e-01
-8.524798541444236211e-01,-4.785491229600853380e-01
-9.235550022175120777e-01,-3.641526691307037655e-01
-1.001825953183121953e+00,-2.497562153013501707e-01
-1.101204371987102748e+00,-1.353597614719965481e-01
-1.223719528891501040e+00,-2.096330764264292892e-02
-1.353330261743718621e+00,9.343314618671069716e-02
-1.506973756755539240e+00,2.078296000160643198e-01
-1.661296844893416447e+00,3.222260538454179146e-01
-1.810406188968481045e+00,4.366225076747994871e-01
-1.966890344408573688e+00,5.510189615041530820e-01
-2.126104760105548053e+00,6.654154153335066768e-01
-2.279151514886586405e+00,7.798118691628602717e-01
-2.442944233925215425e+00,8.942083229922139775e-01
-2.609874980169396785e+00,1.008604776821567572e+00
-2.776458529071674786e+00,1.123001230650949145e+00
-2.948470948434402938e+00,1.237397684480302740e+00
-3.121301663774542323e+00,1.351794138309656335e+00
-3.294667730055464983e+00,1.466190592139009929e+00
-3.460753172053641080e+00,1.580587045968363524e+00
-3.626570075383189984e+00,1.694983499797717119e+00
-3.794404451819953561e+00,1.809379953627070714e+00
-3.941008851870142937e+00,1.923776407456452286e+00
-4.094416770193254784e+00,2.038172861285806103e+00
-4.236703438285879919e+00,2.152569315115159476e+00
-4.379383408272460088e+00,2.266965768944513293e+00
-4.511469831723622370e+00,2.381362222773866666e+00
-4.639103645155876698e+00,2.495758676603220483e+00
-4.763801613873512864e+00,2.610155130432573856e+00
-4.885347643987125288e+00,2.724551584261955650e+00
-5.001168843980406287e+00,2.838948038091309023e+00
-5.111124727218541608e+00,2.953344491920662840e+00
-5.217728287731262071e+00,3.067740945750016657e+00
-5.318036176439529861e+00,3.182137399579370030e+00
-5.415902461693189451e+00,3.296533853408723846e+00
-5.504640396288538184e+00,3.410930307238105197e+00
-5.595261415948134420e+00,3.525326761067459014e+00
-5.677619233459013870e+00,3.639723214896812387e+00
-5.758591325730182398e+00,3.754119668726166203e+00
-5.837209516016007349e+00,3.868516122555519576e+00
-5.912976006569975240e+00,3.982912576384873393e+00
-5.985980211278967289e+00,4.097309030214226766e+00
-6.056444234417685202e+00,4.211705484043608116e+00
-6.124196031182290056e+00,4.326101937872961933e+00
-6.185705785096764941e+00,4.440498391702315750e+00
-6.244392365558940838e+00,4.554894845531669567e+00
-6.300518389791517571e+00,4.669291299361023384e+00
-6.355994739453742604e+00,4.783687753190376313e+00
-6.405501605699165601e+00,4.898084207019730130e+00
-6.454144562351647352e+00,5.012480660849111480e+00
-6.498053880025217666e+00,5.126877114678465297e+00
-6.537924947017772936e+00,5.241273568507819114e+00
-6.576503444714831836e+00,5.355670022337172931e+00
-6.612076521168730459e+00,5.470066476166525860e+00
-6.648100049205776685e+00,5.584462929995879676e+00
-6.677751537397731418e+00,5.698859383825261027e+00
-6.708235830626965601e+00,5.813255837654614844e+00
-6.731459480693024133e+00,5.927652291483968661e+00
-6.755559201166587258e+00,6.042048745313322478e+00
-6.776712711796711197e+00,6.156445199142675406e+00
-6.797022810880684496e+00,6.270841652972029223e+00
-6.814445696855825574e+00,6.385238106801383040e+00
